
Pinging 8.8.4.4
14:48:26 47.0
14:48:31 34.5
14:48:36 29.4
14:48:41 44.0
14:48:46 50.3
14:48:51 50.4
14:48:56 39.4
14:49:01 48.0
14:49:06 39.2
14:49:11 44.5
14:49:16 47.3
14:49:21 34.3
14:49:26 39.0
14:49:31 34.3
14:49:36 39.2
14:49:41 43.8
14:49:46 37.6
14:49:51 42.0
14:49:56 38.5
14:50:01 42.3
14:50:06 36.5
14:50:11 47.3
14:50:16 51.7
14:50:21 38.4
14:50:26 42.6
14:50:31 38.4
14:50:36 44.3
14:50:41 40.2
14:50:46 43.7
14:50:51 40.5
14:50:56 35.5
14:51:01 31.3
14:51:06 36.8
14:51:11 42.1
14:51:16 38.7
14:51:21 53.7
14:51:26 41.0
14:51:31 43.5
14:51:36 49.0
14:51:41 36.0
14:51:46 33.2
14:51:51 39.3
14:51:56 42.9
14:52:01 38.0
14:52:06 43.2
14:52:11 38.2
14:52:16 42.2
14:52:21 36.6
14:52:26 41.1
14:52:31 35.4
14:52:36 39.6
14:52:41 43.8
14:52:46 38.6
14:52:51 32.2
14:52:56 36.7
14:53:01 40.4
14:53:06 35.0
14:53:11 40.2
14:53:16 35.5
14:53:21 29.7
14:53:26 45.4
14:53:31 38.9
14:53:36 43.3
14:53:41 37.3
14:53:46 41.6
14:53:51 36.6
14:53:56 40.3
14:54:01 44.3
14:54:06 38.2
14:54:11 43.3
14:54:16 38.5
14:54:21 33.4
14:54:26 39.5
14:54:31 42.5
14:54:36 36.1
14:54:41 31.3
14:54:46 36.2
14:54:51 41.6
14:54:56 36.5
14:55:01 40.5
14:55:06 35.5
14:55:11 39.3
14:55:17 153
14:55:21 37.5
14:55:26 32.2
14:55:31 36.6
14:55:37 40.2
14:55:42 35.5
14:55:47 50.2
14:55:52 35.0
14:55:57 30.4
14:56:02 37.3
